Rk,Player,Pos,Age,Tm,G,MP,PER,3PAr,FTr,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,,%Game,TS%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Salary
532,Cassius Winston,PG,22,WAS,22,98,10.8,0.515,0.182,0.1,0.1,0.1,0.066,-1.7,-1.3,-3,0,,1,0.575,0,9.7,4.9,16.3,0.9,0.9,12.3,17.2,332252
533,James Wiseman,C,19,GSW,39,836,13.1,0.103,0.234,-0.4,1.2,0.7,0.042,-4,-1.4,-5.4,-0.7,,1,0.552,7.1,21.5,14.4,4.9,0.6,3.8,12.9,23.8,289156
534,Christian Wood,C,25,HOU,41,1326,20,0.322,0.309,1.4,1.4,2.8,0.1,1.9,-0.5,1.4,1.2,,1,0.591,5.9,26.8,15.9,9.4,1.2,3.2,9.9,25.9,279927
535,Robert Woodard,SF,21,SAC,13,45,12.5,0.3,0.4,0,0,0,-0.011,-2.6,-2.7,-5.4,0,,1,0.425,9.7,30,19.7,6.3,0,5.6,4.1,23.4,267623
536,Delon Wright,PG,28,TOT,63,1748,16.3,0.332,0.243,2.5,1.8,4.3,0.117,0.7,1.3,2,1.7,,0.5,0.562,4.1,13.1,8.6,23,2.8,1.5,12.6,16.3,249864
536,Delon Wright,PG,28,DET,36,1052,16.5,0.304,0.307,1.7,1.3,2.9,0.134,1.1,1.8,2.8,1.3,,0.3,0.562,3.9,13.6,8.7,25.7,2.7,1.6,12.6,15.8,237648
536,Delon Wright,PG,28,SAC,27,696,15.9,0.369,0.16,0.8,0.5,1.3,0.092,0.2,0.6,0.8,0.5,,0.2,0.563,4.4,12.5,8.4,18.9,3,1.3,12.7,17.1,217844
537,Thaddeus Young,PF,32,CHI,68,1652,20.3,0.068,0.171,2.8,2.2,5.1,0.147,2,1.2,3.2,2.2,,1,0.578,11.4,16.9,14.2,27.1,2.2,2.1,16.1,22.3,215330
538,Trae Young,PG,22,ATL,63,2125,23,0.357,0.491,5.9,1.3,7.2,0.163,5.4,-1.7,3.6,3,,1,0.589,2,10.5,6.3,45.5,1.2,0.5,16.2,33,198040
539,Cody Zeller,C,28,CHO,48,1005,18.2,0.086,0.367,2.1,1.1,3.3,0.156,-0.2,-0.1,-0.3,0.4,,1,0.599,12.6,22.9,17.7,13.2,1.3,1.7,11.9,18.3,198040
540,Ivica Zubac,C,23,LAC,72,1609,19.1,0.01,0.434,4.8,2.1,6.9,0.206,0.7,0,0.7,1.1,,1,0.693,13.6,22.4,18.1,7.9,0.7,3.4,14.7,15.1,196872
