Rk,Player,Pos,Age,Tm,G,MP,PER,3PAr,FTr,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,,%Game,TS%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Salary
100,Gary Clark,PF,26,ORL,35,637,6.1,0.824,0.076,-0.2,0.3,0.1,0.007,-3.8,-0.9,-4.8,-0.4,,0.4,0.439,5.2,13.3,9.1,6.4,0.9,1,11.2,10.3,9720900
100,Gary Clark,PF,26,DEN,2,4,2.9,,,0,0,0,0.037,-8.5,0.3,-8.3,0,,0,,0,28.2,14.2,0,0,0,,0,9600000
100,Gary Clark,PF,26,PHI,2,13,3.8,0,0,0,0,0,0.044,-10.5,2.6,-7.9,0,,0,0,0,16.6,8.5,9,3.7,0,0,3.3,9590602
101,Brandon Clarke,PF,24,MEM,59,1415,17.3,0.156,0.228,2.2,2,4.2,0.142,0.3,1,1.3,1.2,,1,0.56,7.2,17.5,12.3,9.5,2,3.2,5.7,17.2,9571712
102,Jordan Clarkson,SG,28,UTA,68,1818,17.1,0.557,0.134,1.7,2.5,4.2,0.111,1.9,-0.8,1.1,1.4,,1,0.549,2.9,12.7,8,15.3,1.6,0.4,9.2,29.7,9505100
103,Nicolas Claxton,C,21,BRK,32,594,16.9,0.034,0.441,1,0.9,1.9,0.153,-0.8,1.1,0.3,0.3,,1,0.612,8.4,21.8,15.4,6.4,1.9,5.9,9.4,14,9400000
104,Amir Coffey,SG,23,LAC,44,394,10.1,0.544,0.369,0.4,0.3,0.7,0.085,-2.1,-0.5,-2.6,-0.1,,1,0.585,2.9,9.4,6.3,7.4,1.3,0,11.1,15.1,9258000
105,John Collins,PF,23,ATL,63,1848,20.6,0.27,0.265,4.8,1.9,6.7,0.174,2.5,-0.4,2.1,1.9,,1,0.645,7.1,20.3,13.8,6.9,0.9,3,8.9,22.2,9258000
106,Mike Conley,PG,33,UTA,51,1498,19.2,0.523,0.222,4,2.1,6.1,0.197,3.5,0.9,4.4,2.4,,1,0.589,2.7,9.6,6.3,30.6,2.3,0.5,12.4,23.1,9258000
107,Pat Connaughton,SG,28,MIL,69,1575,11.3,0.703,0.103,1.8,1.7,3.5,0.108,-0.4,0.1,-0.4,0.6,,1,0.578,4.4,17.3,11.1,6.3,1.5,1.3,7.5,11.6,9258000
108,Quinn Cook,PG,27,TOT,23,157,12.7,0.382,0.118,0.1,0.1,0.2,0.061,-1.2,-0.4,-1.5,0,,0.5,0.531,1.4,10.9,6.1,18.3,1.3,0.6,8.9,21.8,9258000
108,Quinn Cook,PG,27,LAL,16,62,13.8,0.5,0.192,0.1,0.1,0.1,0.098,-0.3,-0.8,-1.1,0,,0.3,0.585,0,9,4.5,12.5,0.8,1.4,9.6,21.9,9258000
108,Quinn Cook,PG,27,CLE,7,95,12,0.31,0.071,0,0.1,0.1,0.037,-1.7,-0.1,-1.8,0,,0.2,0.496,2.3,12.1,7.1,22.1,1.6,0,8.5,21.7,9250000
109,Tyler Cook,SF,23,TOT,32,438,12.8,0.019,0.34,0.5,0.3,0.8,0.09,-2.5,-0.5,-3,-0.1,,0.5,0.659,7,17.2,12.1,5.9,0.9,0.4,15.1,13.9,9166800
109,Tyler Cook,SF,23,BRK,4,17,1.6,0,0,0,0,0,-0.047,-5.3,-1.5,-6.8,0,,0.1,0.333,6.9,6.2,6.5,14.1,0,0,25,10.3,9000000
109,Tyler Cook,SF,23,DET,28,421,13.2,0.02,0.35,0.5,0.3,0.8,0.096,-2.4,-0.5,-2.9,-0.1,,0.4,0.667,7.1,17.6,12.3,5.6,0.9,0.4,14.8,14.1,8963640
110,DeMarcus Cousins,C,30,TOT,41,713,16.4,0.443,0.266,0,1.2,1.2,0.079,-1.2,1.9,0.7,0.5,,0.5,0.537,8,32.7,20,16.3,2.3,3,15.8,24.5,8840580
110,DeMarcus Cousins,C,30,HOU,25,506,14.9,0.552,0.281,-0.1,0.8,0.7,0.062,-1.5,1.9,0.4,0.3,,0.3,0.511,6.1,35.4,20.1,18,2,3.2,14.2,23.1,8817143
110,DeMarcus Cousins,C,30,LAC,16,207,20.3,0.2,0.232,0.1,0.4,0.5,0.119,-0.4,1.8,1.4,0.2,,0.2,0.597,12.9,25.9,19.6,12.4,3.1,2.6,19.3,27.7,8730240
111,Robert Covington,PF,30,POR,70,2243,11.2,0.699,0.122,1.4,2.4,3.7,0.08,-1.5,1.2,-0.3,1,,1,0.553,2.8,19.8,11.1,6.8,2.2,3.4,10.7,11.5,8500000
112,Torrey Craig,SF,30,TOT,50,803,14.2,0.467,0.097,1.1,1.1,2.2,0.133,-0.3,0.7,0.3,0.5,,0.5,0.579,8.1,19.1,13.7,7.9,1.7,2.9,9.6,14.3,8333333
112,Torrey Craig,SF,30,MIL,18,201,10.3,0.478,0.043,0.1,0.3,0.4,0.097,-1.9,1,-0.9,0.1,,0.2,0.48,7.1,15.1,11.2,9.5,2.1,3.1,9.6,10.8,8325000
112,Torrey Craig,SF,30,PHO,32,602,15.5,0.464,0.11,1,0.8,1.8,0.145,0.2,0.5,0.8,0.4,,0.3,0.603,8.4,20.4,14.5,7.4,1.6,2.8,9.5,15.5,8231760
113,Jae Crowder,PF,30,PHO,60,1648,11.8,0.772,0.152,1.4,1.9,3.3,0.097,0.1,0.7,0.8,1.2,,1,0.574,2.2,16.9,9.7,10,1.4,1.5,9.5,15.7,8101852
114,Jarrett Culver,SG,21,MIN,34,499,8.8,0.315,0.286,-0.4,0.3,-0.1,-0.006,-4.8,-1.8,-6.6,-0.6,,1,0.476,7.1,15.8,11.3,6.8,1.6,1.6,12.9,18.2,8099627
115,Seth Curry,SG,30,PHI,57,1638,12.9,0.507,0.139,2.3,1.7,4,0.118,-0.1,-0.8,-0.9,0.5,,1,0.607,0.7,8.3,4.6,13.6,1.3,0.4,10,17.1,8049360
116,Stephen Curry,PG,32,GSW,63,2152,26.3,0.587,0.289,6.5,2.5,9,0.201,8.1,0,8.1,5.5,,1,0.655,1.5,15.4,8.5,30.5,1.7,0.3,12.2,34.8,8000000
117,Nate Darling,SG,22,CHO,7,26,8.2,1,0.429,0,0,0,0.038,-1.5,-2.7,-4.2,0,,1,0.541,4.1,0,2.1,5.1,0,3.8,10.7,15.4,8000000
118,Anthony Davis,PF,27,LAL,36,1162,22.1,0.163,0.349,1.3,2.4,3.7,0.152,2.9,1.6,4.5,1.9,,1,0.556,6,21.5,13.8,16.4,1.9,4.5,9.5,29.2,7969537
119,Ed Davis,C,31,MIN,23,299,13.1,0,0.273,0.5,0.4,0.8,0.135,-3.5,0.7,-2.9,-0.1,,1,0.487,16.1,26,20.8,9,2.1,3.8,12.4,7.9,7839960
120,Terence Davis,SG,23,TOT,61,1074,12.7,0.586,0.121,0.1,0.8,0.8,0.038,-1,-1,-2,0,,0.5,0.555,2,14.1,7.9,11.4,2,1.2,11.6,21.8,7834449
120,Terence Davis,SG,23,TOR,34,493,11.1,0.581,0.086,-0.2,0.4,0.3,0.026,-1.8,-1.3,-3.1,-0.1,,0.3,0.537,1.9,13.2,7.4,11.6,1.7,1.4,11.7,21.6,7682926
120,Terence Davis,SG,23,SAC,27,581,14,0.589,0.15,0.2,0.3,0.6,0.047,-0.4,-0.8,-1.2,0.1,,0.2,0.57,2.1,14.9,8.4,11.3,2.2,1,11.5,21.9,7529020
121,Gabriel Deck,PF,25,OKC,10,212,16.1,0.224,0.328,0.4,0.1,0.5,0.12,-0.3,-0.1,-0.4,0.1,,1,0.548,7.8,11.9,9.8,17.3,1.8,0,7.3,16.6,7500000
122,Dewayne Dedmon,C,31,MIA,16,210,24.5,0.077,0.415,0.7,0.4,1.1,0.256,1.2,0.7,1.9,0.2,,1,0.735,15.5,31,23.4,9.6,2.1,3,14.5,19.3,7422000
123,Matthew Dellavedova,PG,30,CLE,13,224,7.3,0.446,0.071,-0.1,0.1,0,0.005,-4.6,-2,-6.6,-0.3,,1,0.312,2.9,9.2,6,35.3,0.9,0.4,9.4,12.4,7362565
124,DeMar DeRozan,PF,31,SAS,61,2056,22,0.08,0.478,5.9,1.5,7.4,0.172,3.4,-0.2,3.2,2.7,,1,0.591,2,11.6,6.7,32,1.3,0.6,9.7,26.1,7333333
125,Mamadi Diakite,PF,24,MIL,14,141,12.3,0.2,0.35,0.1,0.2,0.3,0.102,-3.2,0.4,-2.7,0,,1,0.477,6.2,18.7,12.7,7,2.3,3.8,6.1,14.6,7300000
126,Hamidou Diallo,SF,22,TOT,52,1226,14.3,0.174,0.426,0.3,1.3,1.6,0.063,-2.2,-0.1,-2.3,-0.1,,0.5,0.541,5.1,18.8,11.9,13.3,1.6,1.7,12,22.2,7257360
126,Hamidou Diallo,SF,22,OKC,32,761,15,0.138,0.444,0.3,0.8,1,0.065,-2.1,0.4,-1.7,0.1,,0.3,0.536,5,17.7,11.3,16.4,1.9,1.4,12.1,22.5,7199760
126,Hamidou Diallo,SF,22,DET,20,465,13.1,0.237,0.393,0.1,0.5,0.6,0.059,-2.4,-1,-3.4,-0.2,,0.2,0.549,5.2,20.6,12.8,8.3,1.1,2.2,11.7,21.6,7150000
127,Gorgui Dieng,C,31,TOT,38,552,19.2,0.429,0.411,1.3,0.8,2.1,0.185,1.6,1.3,3,0.7,,0.5,0.67,7.6,19.5,13.5,12,2.3,2.6,14.3,17.4,7068360
127,Gorgui Dieng,C,31,MEM,22,371,19.2,0.444,0.398,0.9,0.6,1.5,0.19,1.7,1,2.6,0.4,,0.3,0.682,7.9,20.2,14,10.6,2.2,3.4,14.8,17,7000000
127,Gorgui Dieng,C,31,SAS,16,181,19,0.4,0.436,0.4,0.2,0.7,0.175,1.6,2.1,3.7,0.3,,0.2,0.648,6.9,18,12.3,15,2.4,0.9,13.2,18.2,7000000
128,Spencer Dinwiddie,SG,27,BRK,3,64,10.1,0.438,0.375,0,0.1,0.1,0.045,-3.4,2,-1.4,0,,1,0.536,0,21.3,11.2,17.6,1.5,1.4,21.2,16.1,7000000
129,Donte DiVincenzo,SG,24,MIL,66,1814,13,0.574,0.118,1.5,2.1,3.6,0.095,-0.3,0.2,-0.1,0.9,,1,0.542,4.9,16.7,11,14.2,1.9,0.7,12.5,16.7,6930729
130,Luka Dončić,PG,21,DAL,66,2262,25.3,0.406,0.349,5.1,2.6,7.7,0.163,6.1,0.6,6.7,5,,1,0.587,2.7,22.9,12.8,44.1,1.4,1.5,15.3,36,6731508
131,Luguentz Dort,SG,21,OKC,52,1543,10.1,0.515,0.257,-0.6,1,0.3,0.011,-2.7,-1,-3.7,-0.7,,1,0.513,2.5,10.3,6.4,8.8,1.4,1.1,10,21.7,6720720
132,Damyean Dotson,SG,26,CLE,46,907,8.1,0.543,0.123,-0.4,0.3,0,-0.002,-3.3,-1.6,-4.8,-0.6,,1,0.499,0.6,11.1,5.7,15.1,0.9,0.4,12,16.9,6666667
133,Devon Dotson,PG,21,CHI,11,50,19.3,0.333,0,0.1,0.1,0.2,0.177,-0.1,2.2,2.1,0.1,,1,0.548,4.5,6.6,5.5,21.4,3.9,0,0,18.2,6571800
134,Sekou Doumbouya,PF,20,DET,56,869,6.9,0.408,0.227,-0.9,0.7,-0.2,-0.012,-5.4,-1.7,-7,-1.1,,1,0.459,4.9,13.5,9.2,8,1.4,0.9,12.4,17.8,6500000
135,PJ Dozier,SG,24,DEN,50,1088,10.4,0.42,0.186,0.1,1.1,1.1,0.051,-2.2,-0.8,-3,-0.3,,1,0.501,3.7,15.3,9.5,11.2,1.4,2,10.7,17.2,6493000
136,Goran Dragić,PG,34,MIA,50,1337,13,0.44,0.22,0.2,1.2,1.3,0.048,-1.2,-1.8,-3,-0.3,,1,0.552,2.2,12.1,7.2,25.9,1.2,0.6,16.2,24.5,6431666
137,Andre Drummond,C,27,TOT,46,1242,19.4,0.014,0.358,-0.6,2.5,2,0.077,-1.4,0.6,-0.9,0.3,,0.5,0.519,14.8,35.2,24.9,13.2,2.5,3.5,15.8,27.6,6400920
137,Andre Drummond,C,27,CLE,25,722,20.5,0.021,0.339,-0.8,1.3,0.6,0.037,-0.5,0.2,-0.3,0.3,,0.3,0.5,15.3,37.5,26.1,16.2,2.7,3.6,15.6,31.3,6176578
137,Andre Drummond,C,27,LAL,21,520,17.9,0,0.396,0.2,1.2,1.4,0.133,-2.7,1,-1.7,0,,0.2,0.554,14.1,32,23.1,9,2.2,3.4,16,22.4,6119676
138,Jared Dudley,PF,35,LAL,12,81,4.4,0.667,0,0,0.1,0.1,0.053,-4.5,-0.2,-4.7,-0.1,,1,0.333,5.6,23.5,14.6,7.6,0.6,1.1,18.2,5.9,6104280
139,Kris Dunn,PG,26,ATL,4,45,-5.7,0.167,0.333,-0.2,0.1,-0.2,-0.202,-13.9,0,-13.9,-0.1,,1,0.182,0,14.3,7.3,5.4,2.2,3.9,17.9,16.2,6000000
140,Kevin Durant,PF,32,BRK,35,1157,26.4,0.313,0.395,3.7,1.2,5,0.206,6.2,0.6,6.9,2.6,,1,0.666,1.3,21.3,11.8,27.5,1,3.4,14.5,31.2,6000000
141,Anthony Edwards,SG,19,MIN,72,2314,13.9,0.429,0.225,-0.6,1.4,0.8,0.017,-0.9,-1.7,-2.6,-0.3,,1,0.523,2.7,13.5,7.9,14.6,1.7,1.3,10.7,27,5969040
142,Carsen Edwards,SG,22,BOS,31,276,10.2,0.568,0.117,0.1,0.2,0.3,0.051,-2.9,-1.9,-4.8,-0.2,,1,0.527,1.2,9.4,5.2,7.4,1.2,0.3,5.7,19.3,5813640
143,CJ Elleby,SF,20,POR,30,192,9.4,0.515,0.227,0,0.1,0.1,0.032,-4.1,-1.5,-5.6,-0.2,,1,0.468,6,12,8.9,7.1,1.5,1.4,6.4,17.4,5720400
144,Henry Ellenson,PF,24,TOR,2,38,12.8,0.643,0.286,0.1,0,0.1,0.127,-3.1,1,-2.1,0,,1,0.476,8.4,27,17.4,18.9,0,0,0,17.9,5686677
145,Wayne Ellington,SG,33,DET,46,1012,12.2,0.814,0.104,1.3,0.5,1.9,0.088,1.3,-1.7,-0.4,0.4,,1,0.625,1.3,8.1,4.7,10.2,0.9,0.8,8.5,16.7,5635000
146,Joel Embiid,C,26,PHI,51,1585,30.3,0.171,0.61,5.6,3.2,8.8,0.266,6.2,1,7.2,3.7,,1,0.636,8,29.1,18.7,16.2,1.5,3.9,12.2,35.3,5573333
147,James Ennis,SF,30,ORL,41,986,12.5,0.428,0.358,1.3,0.7,2,0.097,-1.9,-0.2,-2.1,0,,1,0.613,4.4,13.4,8.7,9.3,1.6,0.6,11.3,13.9,5572680
148,Drew Eubanks,C,23,SAS,54,755,17.9,0.01,0.517,1.2,1.1,2.3,0.145,-1.1,1.2,0,0.4,,1,0.618,10.2,24,17,7.9,1.2,5.5,15.2,17.1,5500000
149,Dante Exum,SG,25,CLE,6,116,5.9,0.423,0.077,-0.2,0.1,-0.1,-0.025,-4.8,1.7,-3.1,0,,1,0.428,1.9,14.8,8.2,15.8,1.7,1.5,20.7,12.7,5448840
150,Tacko Fall,C,25,BOS,19,136,19.6,0,0.517,0.2,0.3,0.5,0.177,-1.5,2.6,1.1,0.1,,1,0.66,13,29.7,21.3,3.1,0.4,13.7,14.4,13.2,5406255
151,Derrick Favors,C,29,UTA,68,1039,19.7,0.008,0.329,2.9,2.2,5.1,0.237,0.2,1.8,2,1,,1,0.663,14.7,23.3,19.2,6,1.5,5.3,11.5,13,5345687
152,Cristiano Felício,C,28,CHI,18,84,14.7,0.154,1.231,0.2,0.1,0.3,0.151,-1,0.7,-0.3,0,,1,0.574,13.3,20.9,17.2,13.6,2.3,0,16.6,12.4,5307120
153,Terrance Ferguson,SG,22,PHI,13,49,-7.1,0.714,0,-0.2,0,-0.2,-0.161,-12.1,-2.7,-14.8,-0.2,,1,0.143,0,2.2,1.1,4.9,1,0,36.4,9.7,5273826
154,Bruno Fernando,C,22,ATL,33,226,6.2,0.045,0.5,-0.3,0.3,-0.1,-0.019,-6,-1,-7,-0.3,,1,0.475,7.9,29.4,18.9,5.8,0.9,1.2,28.1,14.4,5214583
155,Yogi Ferrell,PG,27,TOT,10,136,14.4,0.491,0.158,0.1,0.2,0.3,0.099,-0.8,0.2,-0.6,0,,0.5,0.459,4.1,11.4,7.8,22.9,2.5,2,4.7,20.7,5195501
155,Yogi Ferrell,PG,27,CLE,2,40,12.4,0.429,0.095,-0.1,0.1,0,-0.036,-1.9,0.4,-1.5,0,,0.1,0.434,8.2,11.5,9.8,20.9,3.7,2.2,12.1,27.1,5192307
155,Yogi Ferrell,PG,27,LAC,8,96,15.3,0.528,0.194,0.2,0.1,0.3,0.154,-0.3,0.2,-0.2,0,,0.4,0.473,2.4,11.4,7,23.7,2.1,1.9,0,18,5115492
156,Dorian Finney-Smith,PF,27,DAL,60,1921,12,0.648,0.088,2.8,1.6,4.4,0.11,0.1,-0.1,-0.1,0.9,,1,0.609,5.7,13,9.3,7.2,1.3,1.2,9,12.2,5109637
157,Malik Fitts,PF,23,LAC,3,11,2.9,0.667,0,0,0,0,0.049,-9.6,-0.6,-10.2,0,,1,0.5,0,29.8,15.3,0,0,0,0,12.1,5105160
158,Malachi Flynn,PG,22,TOR,47,928,10.9,0.494,0.165,0,0.8,0.8,0.041,-2.8,0,-2.8,-0.2,,1,0.484,1.1,13,6.9,21.4,2,0.8,10.5,19,5005350
159,Bryn Forbes,SG,27,MIL,70,1354,12.8,0.645,0.115,2,0.7,2.7,0.096,0.4,-1.8,-1.4,0.2,,1,0.631,0.9,7.6,4.3,4.5,0.8,0.1,7.3,18.5,5005350
160,Trent Forrest,PG,22,UTA,30,302,11.2,0.366,0.268,0.3,0.4,0.7,0.106,-2.9,0.7,-2.2,0,,1,0.554,4,11.1,7.7,19.9,1.5,1.1,20.9,14.3,5005350
161,Evan Fournier,SG,28,TOT,42,1259,16.7,0.523,0.253,1.8,1,2.8,0.107,1.2,-0.2,1,1,,0.5,0.598,0.8,10.2,5.4,18.6,1.8,1.4,10.8,23.1,5005350
161,Evan Fournier,SG,28,ORL,26,787,18.2,0.509,0.333,1.2,0.5,1.7,0.104,2.1,-0.8,1.3,0.6,,0.3,0.604,0.6,9.5,4.9,20.9,1.7,1,11.3,26.2,5000000
161,Evan Fournier,SG,28,BOS,16,472,14.1,0.552,0.081,0.6,0.5,1.1,0.111,-0.2,0.7,0.5,0.3,,0.2,0.584,1.2,11.4,6.3,14.9,2.1,2,9.6,18,5000000
162,De'Aaron Fox,PG,23,SAC,58,2036,20.7,0.288,0.376,3.4,0.8,4.2,0.098,2.9,-1.5,1.4,1.7,,1,0.565,1.8,9.4,5.5,32.7,2.1,1.1,11.9,31,5000000
163,Robert Franks,PF,24,ORL,7,101,16.5,0.536,0.464,0.3,0.1,0.3,0.158,0.4,-0.7,-0.3,0,,1,0.638,6,8.5,7.2,7.4,1.4,2.7,5.6,15.3,4991880
164,Tim Frazier,PG,30,MEM,5,62,-0.5,0.4,0.3,-0.3,0.1,-0.2,-0.169,-10.8,-2,-12.9,-0.2,,1,0.177,0,13.8,6.8,30.8,1.5,1.5,15,18.1,4938273
165,Markelle Fultz,PG,22,ORL,8,215,12,0.154,0.183,-0.3,0.1,-0.1,-0.024,-2.9,-1.7,-4.6,-0.1,,1,0.458,2.3,10,6,33.1,1.8,0.8,13.8,26.2,4862040
166,Wenyen Gabriel,PF,23,NOP,21,241,9.8,0.533,0.283,0,0.3,0.3,0.052,-3.2,-0.1,-3.3,-0.1,,1,0.533,9,15.3,12.2,5.9,1.8,3.1,18.2,14.4,4821429
167,Daniel Gafford,C,22,TOT,54,791,22.2,0,0.48,2.1,1.3,3.5,0.209,0.9,1.6,2.5,0.9,,0.5,0.697,12.9,18.6,15.8,5.3,1.5,8.1,13.1,16.7,4767000
167,Daniel Gafford,C,22,CHI,31,383,18.8,0,0.471,0.8,0.6,1.5,0.182,-0.9,1.4,0.5,0.2,,0.3,0.7,12.9,16.9,14.9,6.2,1.4,7.7,17.3,14.4,4767000
167,Daniel Gafford,C,22,WAS,23,408,25.4,0,0.486,1.3,0.7,2,0.235,2.6,1.7,4.4,0.7,,0.2,0.696,13,20.2,16.6,4.4,1.7,8.4,10.2,18.9,4767000
168,Danilo Gallinari,PF,32,ATL,51,1222,16.3,0.535,0.366,2.7,1,3.7,0.146,1.6,-0.8,0.9,0.9,,1,0.613,1.6,17,9.5,9.2,1.2,0.7,7.2,21.2,4767000
169,Langston Galloway,SG,29,PHO,40,438,12.1,0.578,0.156,0.6,0.3,0.9,0.096,-0.2,-1.2,-1.4,0.1,,1,0.605,1.8,8.9,5.4,8,0.9,0,7.6,17.3,4692840
170,Darius Garland,PG,21,CLE,54,1790,14.2,0.332,0.165,0.3,0.9,1.2,0.033,0.2,-1.8,-1.6,0.1,,1,0.547,1.4,6.8,4,30.9,1.8,0.3,16,24.9,4642800
171,Marc Gasol,C,36,LAL,52,993,12.2,0.629,0.258,0.8,1.9,2.8,0.133,-1.2,3.3,2.1,1,,1,0.606,4.3,19.9,12.2,14.7,1.3,5.2,19.7,11.8,4588680
172,Rudy Gay,PF,34,SAS,63,1358,14.7,0.443,0.162,0,1.7,1.7,0.059,-0.1,-0.2,-0.3,0.6,,1,0.532,3.2,20.9,11.9,9.7,1.6,2.5,8.8,23.6,4548280
173,Paul George,SF,30,LAC,54,1821,20.5,0.437,0.239,3,2.3,5.3,0.139,4,-0.4,3.7,2.6,,1,0.598,2.9,18.9,11.1,24.6,1.7,1.2,14.5,30,4469160
174,Taj Gibson,PF,35,NYK,45,936,16,0.095,0.348,2.1,1.7,3.8,0.195,-0.8,2.2,1.4,0.8,,1,0.661,11.6,17.3,14.5,5.4,1.7,5,10.8,9.7,4458000
175,Harry Giles,C,22,POR,38,348,12.4,0.237,0.278,0.1,0.4,0.5,0.069,-3.4,-0.2,-3.6,-0.1,,1,0.496,9.3,32.2,20.4,11.3,1.1,3.3,15.5,15.9,4431423
176,Shai Gilgeous-Alexander,SG,22,OKC,35,1180,21.6,0.301,0.405,2.7,0.8,3.5,0.143,3.8,0,3.8,1.7,,1,0.623,1.7,13.1,7.3,31.2,1.1,1.7,13.7,27.8,4359000
177,Anthony Gill,PF,28,WAS,26,218,13.7,0.4,0.267,0.3,0.3,0.6,0.123,-1.4,0.2,-1.2,0,,1,0.597,7.8,17,12.4,6.7,2.1,1.5,10.7,14.2,4245720
178,Freddie Gillespie,PF,23,TOR,20,392,13.4,0,0.393,0.5,0.5,0.9,0.116,-3.1,-0.1,-3.2,-0.1,,1,0.563,11.4,16,13.6,3.2,1.6,5.1,10.9,12.2,4235160
179,Rudy Gobert,C,28,UTA,71,2187,23.5,0.007,0.646,6.1,5.2,11.3,0.248,2,2.5,4.5,3.6,,1,0.683,12.2,33.5,23.3,6,0.9,7,13.7,17,4200000
180,Brandon Goodwin,PG,25,ATL,47,620,9.2,0.462,0.193,-0.2,0.4,0.2,0.013,-2.7,-0.8,-3.5,-0.2,,1,0.471,1.4,10.6,6.1,21.6,1.3,0,13,19.5,4200000
181,Aaron Gordon,PF,25,TOT,50,1384,14.5,0.353,0.299,0.7,1.2,1.9,0.066,0.2,-0.2,0,0.7,,0.5,0.547,6,16.4,11.1,17.8,1.2,2.3,14.7,20.7,4141320
181,Aaron Gordon,PF,25,ORL,25,736,14.9,0.382,0.358,0,0.6,0.6,0.037,0.6,0,0.6,0.5,,0.3,0.537,5.3,18.5,11.7,23,1.1,2.5,16.5,23.8,4137302
181,Aaron Gordon,PF,25,DEN,25,648,14.1,0.311,0.214,0.7,0.6,1.3,0.099,-0.1,-0.5,-0.6,0.2,,0.3,0.564,6.7,13.9,10.3,11.8,1.3,2.1,11.7,17.2,4100000
182,Eric Gordon,SG,32,HOU,27,789,14.4,0.572,0.311,0.6,0.2,0.8,0.048,0.9,-1.5,-0.6,0.3,,1,0.577,1,7.1,3.9,14.6,0.8,1.5,10.9,25.2,4033440
183,Devonte' Graham,PG,25,CHO,55,1659,14.6,0.713,0.236,2.5,0.9,3.4,0.099,1.6,-1.1,0.5,1,,1,0.552,1.4,8.4,4.8,26.3,1.4,0.4,10.2,21.4,4023600
184,Jerami Grant,SF,26,DET,54,1829,16.9,0.353,0.368,1.6,1.6,3.2,0.083,2,-1.2,0.9,1.3,,1,0.556,2.1,13.2,7.6,14.3,0.9,2.8,9.1,28.5,4000000
185,Danny Green,SF,33,PHI,69,1934,12.1,0.794,0.074,1.6,3.1,4.6,0.115,0.2,1.2,1.5,1.7,,1,0.582,3.2,11.5,7.4,8.3,2.3,2.6,10.7,14,4000000
186,Draymond Green,PF,30,GSW,63,1982,13.3,0.332,0.232,1.2,3.4,4.6,0.112,-1.7,3.3,1.5,1.8,,1,0.53,3,20.9,12.1,36.4,2.5,2.3,31,13.1,3970648
187,JaMychal Green,PF,30,DEN,58,1120,13.6,0.529,0.152,1.4,1.2,2.6,0.11,-0.4,-1.6,-2,0,,1,0.59,8.6,19.4,14,6.4,1.1,1.9,11.7,17.6,3944013
188,Javonte Green,PG,27,TOT,41,473,12.1,0.294,0.392,0.5,0.6,1.1,0.107,-2.2,1.5,-0.8,0.2,,0.5,0.61,6.1,10.6,8.3,4.8,2.9,1.1,13.7,12.6,3934320
188,Javonte Green,PG,27,BOS,25,345,11.8,0.31,0.423,0.4,0.3,0.8,0.105,-1.7,0.8,-0.9,0.1,,0.3,0.624,6.4,10.4,8.4,4.3,2.5,0.5,13.4,12.1,3929049
188,Javonte Green,PG,27,CHI,16,128,13.1,0.258,0.323,0.1,0.2,0.3,0.114,-3.6,3.2,-0.4,0.1,,0.2,0.579,5.3,11.1,8.2,6.1,3.8,2.7,14.5,14,3925000
189,Jeff Green,C,34,BRK,68,1835,13,0.472,0.304,2.9,1.2,4.1,0.107,0,-1,-1,0.5,,1,0.624,2.2,13.1,7.9,7.8,0.9,1.3,8.2,15.6,3909902
190,Josh Green,SG,20,DAL,39,445,8.8,0.269,0.247,0.1,0.4,0.5,0.05,-3.6,0,-3.7,-0.2,,1,0.49,7,12.3,9.7,8.3,1.8,0.6,14.2,11.9,3897436
191,Blake Griffin,PF,31,TOT,46,1186,12.9,0.499,0.285,0.9,1.1,2,0.081,-0.6,-0.4,-1,0.3,,0.5,0.546,3.4,17.4,10.5,17,1.3,1.1,11.8,19.3,3872215
191,Blake Griffin,PF,31,DET,20,626,9.8,0.559,0.279,-0.2,0.5,0.3,0.026,-1.5,-1.1,-2.6,-0.1,,0.2,0.491,1.2,17.4,9.2,18.4,1.1,0.3,11.4,19.6,3870370
191,Blake Griffin,PF,31,BRK,26,560,16.3,0.429,0.291,1.1,0.6,1.7,0.142,0.3,0.3,0.6,0.4,,0.3,0.61,5.8,17.5,11.9,15.5,1.6,2,12.3,18.9,3831840
192,Kyle Guy,PG,23,SAC,31,235,8.5,0.523,0.227,-0.1,0.1,-0.1,-0.015,-4,-2.3,-6.4,-0.3,,1,0.449,2.3,14.4,8.3,17.9,1.2,0,10.2,19.7,3822240
193,Rui Hachimura,PF,22,WAS,57,1797,11.4,0.211,0.248,0.7,1.4,2.1,0.056,-2,-1.4,-3.5,-0.7,,1,0.549,2.9,15.5,9.2,6.3,1.1,0.3,8.6,18.1,3814771
194,Ashton Hagans,PG,21,MIN,2,4,-12.4,,,0,0,0,-0.353,-13.8,-7.9,-21.7,0,,1,,0,0,0,0,0,0,100,10.5,3804150
195,Tyrese Haliburton,PG,20,SAC,58,1746,16.2,0.478,0.09,2.8,0.7,3.5,0.096,1.9,-0.9,1.1,1.4,,1,0.585,2.4,8.6,5.5,24.6,2.1,1.4,12.5,18.1,3761085
196,Donta Hall,PF,23,ORL,13,179,22.3,0,0.971,0.6,0.2,0.8,0.223,0.9,1.2,2.2,0.2,,1,0.731,13.5,22.8,18,9.4,1.4,5.1,13.8,14,3737520
